,pdb,pdb_id_wchains,initial_deposition_date,boltz2_cutoff,type,method,model_id,DockQ,fnat,iRMSD,LRMSD,ifpae_norm_ag,ifpae_norm_avg,ifplddt_ag,ifplddt_avg,PdockQ2 Antigen,PdockQ2_avg,pTM,ipTM,actifpTM,model_confidence,AntiConf,DockQ_category,CAPRI,rank1,rank5
0,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_001,0.0182875070285111,0.0,13.1724836385955,40.5645349273335,0.379644236734443,0.684766607245806,65.5764516129032,79.1504525426469,0.0198379294832218,0.253267367463157,0.68,0.575,0.979,0.596,0.481951378844967,Incorrect,Incorrect,,*
1,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_001,0.0184176936848773,0.0,12.6888761785737,40.8647008330083,0.36782709180987,0.678049908297771,61.1584848484848,75.7374367226741,0.0174282965305261,0.218133767931534,0.634,0.514,0.977,0.538,0.449028488959158,Incorrect,Incorrect,,
2,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_001,0.0127421634448809,0.0,19.0857940212923,46.6840070768056,0.340725365419736,0.646735837542092,58.7514814814815,72.6165995283673,0.0153477117340303,0.217981103278513,0.606,0.474,0.976,0.5004,0.428804313520209,Incorrect,Incorrect,,
3,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_001,0.0214708635925789,0.0,12.6341224091029,36.8522065580076,0.367209798993468,0.662067919043152,61.6325,75.5468959519292,0.0175541113247554,0.192285427687081,0.629,0.506,0.976,0.5306,0.445566233397427,Incorrect,Incorrect,,
4,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_001,0.0191600567362394,0.0,12.8216992642765,39.6307764745336,0.375081333596524,0.673808137056905,61.4902702702703,76.0330662805663,0.0179610566017286,0.210402701876896,0.656,0.54,0.978,0.5632,0.464588316980519,Incorrect,Incorrect,,*
5,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_002,0.0197579578322793,0.0,13.1476275753641,38.5231067034621,0.137291073183404,0.505298970178899,62.2548888888889,75.3710009746589,0.009422443484538,0.113826592432838,0.635,0.515,0.977,0.539,0.447326733045361,Incorrect,Incorrect,,
6,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_002,0.0244273582931214,0.0,17.0799789876425,32.0725064451422,0.148497293284516,0.532283289966718,78.5314,81.0060463768116,0.0105713832944323,0.198801568879307,0.597,0.464,0.973,0.4906,0.42107141498833,Incorrect,Incorrect,,
7,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_002,0.0167134107367853,0.0,13.5121356065119,42.7870474457678,0.137192557040538,0.546310102662228,65.2413793103448,79.6991333146986,0.0095567872495307,0.183257246459227,0.733,0.643,0.98,0.661,0.515967036174859,Incorrect,Incorrect,*,*
8,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_002,0.0177385321407388,0.0,13.1203226700958,41.4722201326545,0.136064102894343,0.55392478742464,62.2170370370371,78.6161204405677,0.0093957879240484,0.191575977447531,0.636,0.518,0.98,0.5416,0.448018736377215,Incorrect,Incorrect,,
9,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_002,0.0294083534535602,0.0508474576271186,17.9237334146725,47.9856823666104,0.128082712057422,0.534011194140343,55.3128125,74.8187565743338,0.0089680102188232,0.171389744459474,0.624,0.499,0.976,0.524,0.439490403065647,Incorrect,Incorrect,,
10,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_003,0.041623398134737,0.0847457627118644,17.9078982439242,45.8994592464445,0.189086599691323,0.573766558447636,52.8238461538461,74.7138317588844,0.0099212358211218,0.294666093759638,0.612,0.482,0.976,0.508,0.431376370746337,Incorrect,Incorrect,,
11,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_003,0.012617094414934,0.0,16.7340273221073,48.4326574838314,0.176763960963915,0.546556680033205,65.9447222222222,78.8104909617841,0.0105692975019094,0.145969586103804,0.626,0.502,0.98,0.5268,0.441370789250573,Incorrect,Incorrect,,
12,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_003,0.0248578483311335,0.0,12.4109106540392,33.5914767796985,0.196749645232656,0.553004410767594,62.536,75.1604060544563,0.0108431044509995,0.139585309511311,0.632,0.509,0.978,0.5336,0.4456529313353,Incorrect,Incorrect,,
13,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_003,0.0227889235534525,0.0,12.9703512449029,35.1762476120398,0.192145914704688,0.531052925158966,62.6614893617021,75.1543302293207,0.0107299335960789,0.109120014339361,0.622,0.494,0.977,0.5196,0.438618980078824,Incorrect,Incorrect,,
14,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_003,0.022686928423407,0.0,13.1478128735229,35.161631494195,0.197677678094809,0.545497434590788,70.074,78.2582713773682,0.0115537401967073,0.120391421388682,0.619,0.49,0.976,0.5158,0.436766122059012,Incorrect,Incorrect,,
15,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_004,0.0175955051225161,0.0169491525423728,18.9017756753057,48.6862357902238,0.192517630647975,0.55042666425762,62.1546666666667,76.8008807631161,0.0106984625867154,0.161842858248135,0.619,0.497,0.979,0.5214,0.436509538776015,Incorrect,Incorrect,,
16,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_004,0.0134332161364077,0.0,22.1857992708866,44.1449059950384,0.168729491133172,0.459112382403071,67.376338028169,78.2969964975864,0.0104515170397376,0.0938161101192597,0.639,0.53,0.977,0.5518,0.450435455111921,Incorrect,Incorrect,,
17,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_004,0.0131259871225524,0.0,18.6759365610284,46.035197090002,0.199536154675058,0.550528639574866,60.6657894736842,72.7237315644882,0.0107575593847738,0.168048301952438,0.609,0.477,0.976,0.5034,0.429527267815432,Incorrect,Incorrect,,
18,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_004,0.0242058182656814,0.0,13.1205852736277,33.7289529216869,0.20683943323398,0.567028676325385,67.513,78.0782258064516,0.0116085180472861,0.144812339714671,0.626,0.499,0.975,0.5244,0.441682555414186,Incorrect,Incorrect,,
19,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_004,0.0214148554924205,0.0,14.6537187369385,35.6204554809534,0.17049937678089,0.602816284848285,72.1135,81.5164576719577,0.0108393673146388,0.251820371815245,0.598,0.467,0.977,0.4932,0.421851810194392,Incorrect,Incorrect,,
20,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_002_alphafold2_multimer_v3_model_2_seed_005,0.0129577184073372,0.0,22.4361744043522,45.0180011187054,0.203857671244349,0.48721193433278,66.5389230769231,79.200044634378,0.0114154953131301,0.123588160591081,0.646,0.537,0.977,0.5588,0.455624648593939,Incorrect,Incorrect,,*
21,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_005,0.028652032229287,0.0338983050847457,15.6453289849429,40.1243083105904,0.269589878286333,0.706761641820303,61.8083333333333,79.076188630491,0.0130715229005256,0.387005765110246,0.616,0.488,0.973,0.5136,0.435121456870158,Incorrect,Incorrect,,
22,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_005,0.0185419021931149,0.0,12.8800240501037,40.4726555449199,0.275596914062343,0.621564026622239,63.7567647058824,77.4346344349961,0.0136332426395932,0.19104014952947,0.646,0.533,0.98,0.5556,0.456289972791878,Incorrect,Incorrect,,
23,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_005,0.0198928499336005,0.0,12.7022365665624,38.7422181858314,0.276648340123497,0.601111296444867,62.75175,75.6189300475766,0.0134993735774276,0.149616668164681,0.672,0.561,0.979,0.5832,0.474449812073228,Incorrect,Incorrect,,*
24,7r58,7r58_H_L_A,2022-02-10,,3,AF2,7r58_H_L_A_af2_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_005,0.0206191581060853,0.0,12.8859874820669,37.653652752525,0.272147148363522,0.585958235250415,61.1276,74.1799121685492,0.0130552751934384,0.135780650069332,0.629,0.506,0.977,0.5306,0.444216582558031,Incorrect,Incorrect,,
25,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_16,0.0204242379641659,0.0,16.582399228807,35.8739703901571,0.130194887518883,0.5130255,86.8857777777778,81.9352225006962,0.0104288103028413,0.109862739878223,0.606547832489014,0.472525149583816,,0.499329686164856,0.427712125833162,Incorrect,Incorrect,,
26,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_24,0.0183718182802636,0.0,18.0102454504701,37.7608657892259,0.107124961912632,0.5188717,87.1743243243243,82.3942824670825,0.0096897602309632,0.134731401977354,0.592498958110809,0.454585641622543,,0.482168304920196,0.417656198746855,Incorrect,Incorrect,,
27,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_2,0.0196638788671542,0.0,17.12048515007,36.5254401475138,0.115027897059917,0.5087037,87.3639534883721,82.5919666557484,0.0099435498132942,0.13058730030463,0.602091908454895,0.467383563518524,,0.494325232505798,0.424447400862415,Incorrect,Incorrect,,
28,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_9,0.0173147522809245,0.0,18.2613223894528,39.0474669968156,0.110738880932331,0.55247295,83.5911538461538,81.6320815850816,0.0096614162139269,0.164193095139104,0.593133211135864,0.455892264842987,,0.483340454101562,0.418091672659283,Incorrect,Incorrect,,
29,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_8,0.0175317708197376,0.0,13.5726232644146,41.3573933198993,0.156553119421005,0.53194356,66.137027027027,76.3033353247985,0.0100565019180565,0.121169713936415,0.601207375526428,0.46679899096489,,0.493680667877197,0.423862113443917,Incorrect,Incorrect,,
30,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_17,0.0139909188709136,0.0,18.944301442275,44.1492610758024,0.207573279738426,0.55103296,76.876,77.1684648334215,0.0126604573744393,0.0984361370191497,0.614661395549774,0.484684437513351,,0.510679829120636,0.434061114097174,Incorrect,Incorrect,,*
31,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_6,0.0220242436013208,0.0,12.9427820736887,35.9947879922023,0.245682805776596,0.57215774,57.8728,73.2778670802102,0.0117341230101753,0.133272875712566,0.632851600646973,0.509167790412903,,0.533904552459717,0.446516357355933,Incorrect,Incorrect,,*
32,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_14,0.0201452245286145,0.0,13.8508061036356,37.509561396164,0.135754957795143,0.52520865,70.2672972972973,77.3980542903559,0.009760035288643,0.127760002529935,0.601138353347778,0.466010421514511,,0.493036007881164,0.423724857930038,Incorrect,Incorrect,,
33,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_1,0.0192590277157882,0.0,17.4810682226169,36.869352386134,0.100665040314198,0.5060242,89.5615909090909,83.0529792826221,0.0095788328969292,0.152232380148834,0.592090964317322,0.454444855451584,,0.481974077224731,0.417337324891204,Incorrect,Incorrect,,
34,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_23,0.0159769096360916,0.0,19.2054173380232,40.6623460406771,0.10400777310133,0.5235474,86.9244444444444,82.0533854488526,0.0095873615761851,0.118222804104692,0.590437948703766,0.451816231012344,,0.479540574550629,0.416182772565492,Incorrect,Incorrect,,
35,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_20,0.0196804642922262,0.0,16.7779676790373,36.6239758591937,0.164280697703362,0.5487229,78.3994736842105,80.9517906508696,0.0110978537691399,0.144753534725751,0.601703822612762,0.4674431681633,,0.494295299053192,0.424522031959676,Incorrect,Incorrect,,
36,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_13,0.0196204712860354,0.0,13.8013810970482,38.1954722397847,0.146695494651794,0.51683444,73.419347826087,76.0476714975845,0.0102150361660276,0.111951247182224,0.605484068393707,0.472110569477081,,0.498785269260407,0.426903358725403,Incorrect,Incorrect,,
37,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_19,0.0157454814792227,0.0,19.2262803007588,41.0118107441143,0.109420664608479,0.52558035,88.6134285714286,82.8460519480519,0.0098157759227558,0.120194693366057,0.592607259750366,0.454934775829315,,0.482469272613525,0.417769814602083,Incorrect,Incorrect,,
38,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_18,0.0203721219204623,0.0,16.765121783891,35.8674840409745,0.111726090312004,0.49158373,86.730652173913,80.8537434224064,0.0098136111518741,0.0878436613994631,0.589493274688721,0.450719475746155,,0.478474235534668,0.415589375627667,Incorrect,Incorrect,,
39,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_11,0.0208083159774041,0.0,16.699256129756,35.4310570916228,0.123072512447834,0.52136594,86.8925581395349,83.3350483373739,0.0101856521500662,0.160278126559811,0.60842227935791,0.475349515676498,,0.501964068412781,0.428951291195557,Incorrect,Incorrect,,
40,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_0,0.022521646788687,0.0,16.1953516996648,33.9277270657303,0.139216482639313,0.49530014,84.2555319148936,79.7781411801698,0.0105995694280702,0.078225493001286,0.601083397865295,0.466889023780823,,0.493727898597717,0.423938249334128,Incorrect,Incorrect,,
41,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_12,0.0178472401579496,0.0,18.1807567299298,38.3691333225014,0.104488909244537,0.52902156,88.4267647058824,82.7205321455505,0.0096554837021103,0.139569631433942,0.592280387878418,0.454691141843796,,0.48220899105072,0.417492916625526,Incorrect,Incorrect,,
42,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_15,0.0181584580724659,0.0,12.9476532758687,40.9883503927795,0.2534299492836,0.58441573,62.0518181818182,74.9763437655241,0.0125301069152881,0.134712714050133,0.641228199005127,0.520960092544556,,0.54501371383667,0.452618771378175,Incorrect,Incorrect,*,*
43,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_7,0.0122439678200824,0.0,18.6268365374426,48.0949314564694,0.19177109003067,0.55836993,59.09125,71.972186164928,0.0104368305195889,0.112499427637742,0.616847634315491,0.48772469162941,,0.513549280166626,0.43492439317672,Incorrect,Incorrect,,*
44,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_22,0.0197842681451082,0.0,13.7582646616817,38.0186662454131,0.186235561966896,0.5728784,66.1389189189189,74.900684301949,0.0108489485506842,0.176723169155754,0.613380610942841,0.482669144868851,,0.508811438083649,0.432621112225194,Incorrect,Incorrect,,
45,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_10,0.0147232136600806,0.0,15.8234022858682,44.4591966385568,0.224077895283699,0.6239529,62.5728,77.7992666666667,0.0116364165671091,0.242399799396069,0.614904582500458,0.484300881624222,,0.510421621799469,0.433924132720453,Incorrect,Incorrect,,
46,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_5,0.0205475105809181,0.0,16.5064053901523,35.7690789844389,0.164827764034271,0.52737385,82.7658333333333,81.5015640640641,0.0114525255809177,0.125136103636409,0.634362101554871,0.507223844528198,,0.532651495933533,0.447489228762685,Incorrect,Incorrect,,*
47,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_3,0.0158031573012325,0.0,18.896328586392,41.0319531594094,0.098854012787342,0.5005061,89.61775,82.5160753968254,0.0095259566430979,0.0996453549469905,0.585724055767059,0.446133494377136,,0.474051606655121,0.412864626029871,Incorrect,Incorrect,,
48,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_21,0.01418517944992,0.0,19.5742726860637,43.537083025986,0.128837257623672,0.54008096,84.1291176470588,82.0334603626397,0.0102416611258143,0.147154581725789,0.598923027515411,0.463681131601334,,0.490729510784149,0.422318617598532,Incorrect,Incorrect,,
49,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1x,7r58_H_L_A_boltz_model_4,0.018823265158724,0.0,17.5253029709375,37.3674397945924,0.110614746809006,0.5310935,87.3455882352941,83.3368514072296,0.0098034968566769,0.150357709063348,0.595099151134491,0.457988649606705,,0.485410749912262,0.419510454851147,Incorrect,Incorrect,,
50,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_16,0.0190539100501531,0.0,12.8710585603908,39.7331696600735,0.20148129761219,0.55643934,59.1739130434783,73.6066889632107,0.0106801411894696,0.120642720619556,0.626111924648285,0.500478327274323,,0.525605046749115,0.44148238961064,Incorrect,Incorrect,,
51,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_24,0.013941596656762,0.0,16.7801697964886,45.3782479279865,0.172057300806045,0.5485963,57.6923076923077,72.2443517471091,0.0098986998716021,0.131449451031331,0.60522186756134,0.472149312496185,,0.498763823509216,0.426624917254419,Incorrect,Incorrect,,
52,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_2,0.0171826573753517,0.0,18.4027546957439,39.1811488130023,0.116973660886288,0.52172035,85.0540540540541,82.2458570703056,0.0099069529153138,0.132779709835433,0.599444508552551,0.464680671691894,,0.491633439064026,0.42258324186138,Incorrect,Incorrect,,
53,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_9,0.0168568952354618,0.0,16.9535017523205,40.1958403978578,0.165450155735016,0.5639286,65.5121951219512,74.7460419341036,0.0102416759269775,0.22867241453283,0.598786175251007,0.463091671466827,,0.490230572223663,0.422222825453798,Incorrect,Incorrect,,
54,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_8,0.0191362811502589,0.0,17.9794736066097,36.8583523030514,0.124971568584442,0.5220816,84.9047619047619,82.1504761904762,0.0101536806528391,0.149493805922999,0.609034359455109,0.47718146443367,,0.503552043437958,0.429370155814428,Incorrect,Incorrect,,
55,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_17,0.0134793537590571,0.0,17.0500812516134,46.1880695843288,0.197342336177826,0.5426864,55.4347826086956,71.5139055367888,0.010280932789887,0.106088416093808,0.61117959022522,0.480174511671066,,0.506375527381897,0.43090999299462,Incorrect,Incorrect,,
56,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_6,0.0192545462419831,0.0,17.3511086050097,36.9165722211314,0.139884606003761,0.5214209,85.5652173913044,82.8598239257564,0.0106998940661731,0.154736432957807,0.630626738071442,0.504545569419861,,0.529761803150177,0.444648684869861,Incorrect,Incorrect,,
57,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_14,0.0194255328905049,0.0,13.0004606320325,39.0943400621677,0.176613137125969,0.5278782,59.5,73.1114695340502,0.0101147728121563,0.100047795538596,0.620440542697907,0.492267608642578,,0.517902195453644,0.437342811732181,Incorrect,Incorrect,,
58,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_1,0.0189498877882232,0.0,13.470936995656,39.3397259345081,0.236871480941772,0.5660058,57.3877551020408,72.8925816805595,0.0114293274937495,0.126458467087912,0.64240700006485,0.52243435382843,,0.546428883075714,0.45311369829352,Incorrect,Incorrect,,*
59,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_23,0.0193248895110722,0.0,17.1512589065866,36.9017294148289,0.110172636806965,0.5082157,85.1395348837209,82.4029931093885,0.0097042142161519,0.13358275236981,0.599431455135345,0.464615315198898,,0.491578543186188,0.422513282859587,Incorrect,Incorrect,,
60,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_20,0.0203023218249522,0.0,13.1731491539518,37.8101855371302,0.235499829053879,0.5867326,56.7435897435898,73.7852947755565,0.011320437159779,0.153570845294142,0.64082258939743,0.520388305187225,,0.544475162029266,0.451971943726135,Incorrect,Incorrect,,*
61,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_13,0.0184099079440545,0.0,13.6337437318151,39.968789619482,0.18960902094841,0.5525256,57.8095238095238,73.3556221556221,0.0102893889616699,0.128223586370606,0.624580681324005,0.497835427522659,,0.523184478282928,0.440293293615305,Incorrect,Incorrect,,
62,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_19,0.0226321899581583,0.0,12.0954880476029,36.0196062421534,0.163075715303421,0.5381363,53.027027027027,71.3140955890956,0.0094554820599107,0.113541921339923,0.609460711479187,0.478442639112472,,0.504646253585815,0.429459142653404,Incorrect,Incorrect,,
63,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_18,0.01126708603408,0.0,19.3548264323913,50.2373272747392,0.184594541788101,0.5563438,51.2307692307692,71.540201632411,0.0097311055976867,0.136535944725538,0.613309562206268,0.482629418373108,,0.50876544713974,0.432236025223694,Incorrect,Incorrect,,
64,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_11,0.0169706967321771,0.0,13.5662798419869,42.287276628738,0.198111742734909,0.56164557,57.45,73.2168200556035,0.0104568328791055,0.128191890266458,0.628333270549774,0.503441691398621,,0.528420007228851,0.442970339248574,Incorrect,Incorrect,,
65,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_0,0.0205637947839468,0.0,16.4403694511182,35.7749241223506,0.246432363986969,0.5657754,75.28,79.1195238095238,0.0142832189487261,0.124159834990361,0.693019926548004,0.584798932075501,,0.606443130970001,0.489398914268221,Incorrect,Incorrect,*,*
66,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_12,0.0171742946899875,0.0,13.1496450532061,42.3762976707707,0.206121742725372,0.5582979,56.9268292682927,73.4959487391484,0.0106012713296371,0.126382749043283,0.615104019641876,0.48543444275856,,0.511368358135223,0.433753195148204,Incorrect,Incorrect,,
67,7r58,7r58_H_L_A,2022-02-10,,3,Boltz1,7r58_H_L_A_boltz_model_15,0.0190018423449779,0.0,13.1946566047826,39.5049224588615,0.197410970926285,0.52494687,56.9607843137255,71.8089892962016,0.0104017466511052,0.0990430401900574,0.630756318569183,0.506929218769074,,0.531694638729095,0.44464994699376,Incorrect,Incorrect,,
